DST1006*05  X220   0 -29 -28 -25 -26 -25 -22 -22 -23 -23 -22 -22 -21 -16 -11  -8  -6  -4  -4  -6 -10 -12 -17 -21 -25 -18
DST1006*06  X220   0 -27 -27 -24 -21 -22 -23 -21 -21 -22 -20 -18 -12  -9 -10  -7  -4  -4  -7 -12 -18 -17 -17 -16 -12 -16
DST1006*07  X220   0 -14 -18 -23 -24 -22 -19 -16 -16 -18 -18 -18 -18 -17 -14 -15 -16 -13 -12 -13 -15 -13 -13 -12 -11 -16
DST1006*08  X220   0  -6  -7 -10 -14 -15 -14 -12 -11  -9  -7  -6  -6  -5  -3  -1   0  -1  -4  -5  -7  -8  -7  -5  -6  -7
DST1006*09  X220   0  -7  -8  -7  -8  -6  -4  -4  -2   0   2   3   2   4   5   6   8   6   2   2   1   4   5   5   5   1
DST1006*10  X220   0   7   6   4   4   1  -3  -6  -4  -4  -8  -9  -9  -9  -7  -3  -4  -4  -4  -4  -4  -4  -8  -8  -8  -4
DST1006*11  X220   0 -10 -13 -15 -13 -12  -9  -9  -8  -7  -6  -8  -8  -5  -6  -7 -10  -8  -5  -5  -8 -12 -14 -14 -13  -9
DST1006*12  X220   0 -12 -10 -10 -10 -11 -10  -9  -8  -9  -7  -6  -5  -5  -7  -8  -7  -3  -2  -1  -1   0  -1  -3  -3  -6
DST1006*13  X220   0  -2   2   7  11  10   9   7   4  -1  -1   2   4   5   6   8   6   4   2   0  -6  -9 -12 -12 -12   1
DST1006*14  X220   0 -11  -9  -8 -13 -14 -12 -11 -11 -12 -12  -9  -7  -5  -4  -1   1   4   1  -4  -5  -3  -2  -4  -6  -7
DST1006*15  X220   0  -1  -1  -3  -5   1   7   9  14  17   4   3   4   7  11  11  12   9  12  14  12   6  -3  -6 -10   5
DST1006*16  X220   0 -16 -19 -28 -36 -23 -18 -16 -19 -14 -16 -24 -24 -18 -15 -14 -18 -14 -13 -14 -23 -24 -22 -21 -23 -20
DST1006*17  X220   0 -29 -25 -23 -24 -20 -20 -22 -23 -17 -16 -16 -12 -11 -11 -13 -14 -13  -9 -10 -16 -21 -19 -19 -18 -18
DST1006*18  X220   0 -16 -13 -12  -9  -7  -9  -9  -6  -5  -6  -5  -5  -5  -7  -8 -12 -13  -9  -8 -11  -9  -7  -7  -5  -8
DST1006*19  X220   0  -5  -4  -3  -3  -5  -4  -1   0  -1  -5  -5  -8  -9  -9  -9  -9  -9  -6  -2   0   1  -2  -5  -6  -5
DST1006*20  X220   0  -8  -9  -8  -3   0  -1  -2  -3  -2  -2   1   2   2   3   2  -4  -4  -3  -3  -5  -5  -3  -3  -1  -2
